Nombre real / Agrupacion,Nacimiento,Ocupación,alias,Género(s),Instrumento(s),Período de actividad,Sitio Web,Discografia,Sencillos,Sexo,tipo,titulo_canal,id_canal,fecha,id_video_canal,titulo_video,descripcion,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-04-06T00:59:21.000Z,VvlO8_N1y_c,Mirella Cesa Imagen de L´Oréal Paris,|,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-03-08T05:00:31.000Z,txBr4iXeRYg,Mirella Cesa - La Corriente (video oficial),Fusion de Andipop con beats urbanos.Un nuevo sonido en la música latina. LaCorriente en CDBABY: https://www.cdbaby.com/cd/mirellacesa6/LaCorriente  La Corriente en Itunes: https://itun.es/ec/M9rNhb?i=1201480470 https://itunes.apple.com/us/album/bes...  https://www.mirellacesa.net  Redes sociales Mirella Cesa Twitter & Instagram :  @Mirellamusic Facebook: https://www.facebook.com/mirellamusic,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,bulletin,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-03-08T05:00:31.000Z,txBr4iXeRYg,Mirella Cesa - La Corriente (video oficial),Go Go GO !!!! llego el video oficial a YOUTUBE!! BOOMMM!,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-03-09T01:26:05.000Z,txBr4iXeRYg,Mirella Cesa - La Corriente (video oficial),Fusion de Andipop con beats urbanos.Un nuevo sonido en la música latina. LaCorriente en CDBABY: https://www.cdbaby.com/cd/mirellacesa6/LaCorriente  La Corriente en Itunes: https://itun.es/ec/M9rNhb?i=1201480470 https://itunes.apple.com/us/album/bes...  https://www.mirellacesa.net  Redes sociales Mirella Cesa Twitter & Instagram :  @Mirellamusic Facebook: https://www.facebook.com/mirellamusic,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-03-06T01:51:42.000Z,xcPIAHcXZus,Mirella Cesa - Tras cámara oficial del video La Corriente,|,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-02-10T19:45:36.000Z,sFkjoyarrTI,Empezó la aventura de grabar video de La Corriente - Mirella Cesa,Tras Camaras : Karen Perez Camara video oficial: John Garcia Asistente: Jose Campozano Drone: Pablo Cevallos Esquipo de Iluminacion: Hablemos de Luz ( RicardoBravo) Coreografía: Priscila Noboa maquillaje: Ana Cesa Locación en Cotopaxi: Hosteria Tambopaxi,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-02-10T19:46:31.000Z,sFkjoyarrTI,Empezó la aventura de grabar video de La Corriente - Mirella Cesa,Tras Camaras : Karen Perez Camara video oficial: John Garcia Asistente: Jose Campozano Drone: Pablo Cevallos Esquipo de Iluminacion: Hablemos de Luz ( RicardoBravo) Coreografía: Priscila Noboa maquillaje: Ana Cesa Locación en Cotopaxi: Hosteria Tambopaxi,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-02-10T19:46:24.000Z,sFkjoyarrTI,Empezó la aventura de grabar video de La Corriente - Mirella Cesa,Tras Camaras : Karen Perez Camara video oficial: John Garcia Asistente: Jose Campozano Drone: Pablo Cevallos Esquipo de Iluminacion: Hablemos de Luz ( RicardoBravo) Coreografía: Priscila Noboa maquillaje: Ana Cesa Locación en Cotopaxi: Hosteria Tambopaxi,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-02-03T04:54:51.000Z,JmVb7pqiY34,La Corriente - Mirella Cesa (video Lyric oficial),Contrataciones: mirellacesa@yahoo.com --------- → Sigue a Mirella en sus redes sociales oficiales --------- Twitter: https://twitter.com/mirellamusic Facebook: https://www.facebook.com/mirellamusic Instagram : https://www.instagram.com/mirellamusic/ -------- → Web Oficial --------- http://www.mirellacesa.com  Todos Los Derechos Reservados: Mirella Cesa 2017 ®,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-01-31T18:25:27.000Z,JmVb7pqiY34,La Corriente - Mirella Cesa (video Lyric oficial),Contrataciones: mirellacesa@yahoo.com --------- → Sigue a Mirella en sus redes sociales oficiales --------- Twitter: https://twitter.com/mirellamusic Facebook: https://www.facebook.com/mirellamusic Instagram : https://www.instagram.com/mirellamusic/ -------- → Web Oficial --------- http://www.mirellacesa.com  Todos Los Derechos Reservados: Mirella Cesa 2017 ®,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2017-01-28T03:02:41.000Z,PXB4dfsw2-o,La Corriente - Mirella Cesa (preview),Primer preview . adelanto del próximo éxito de Mirella Cesa.,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-09-09T20:07:11.000Z,dD8ZPztm4bw,Mirella Cesa - Somos (video oficial),Ya disponible en todas las plataformas digitales:  Spotify: https://open.spotify.com/track/1jaMXHXC2hKb6AqnrzE51u  Apple Music: https://itun.es/ec/BBR-db?i=1140504564  CD Baby: http://www.cdbaby.com/cd/mirellacesa7#.V7ZITLY2mZ4.email  redes sociales:  Twitter @mirellamusic Instagram @mirellamusic www.facebook.com/mirellamusic www.mirellacesa.net    Somos  Letra: Mirella Cesa Música: Mirella Cesa. Motiff   Eres hermosa  No te hacen falta piropos ni rosas Una sonrisa en tus labios te adorna  Aunque te toque ganar o perder  Eres hermosa Con tus colores manías y cosas Bailas al ritmo de las mariposas Que se alborotan ahí bajo tu piel  Eres ese reflejo en el espejo que quiero ser Eres de carne y sueños eres guerrera eres mujer. mujer!  Somos. amor que contamina Somos de pura adrenalina Somos la fuerza que acaricia. amor! Somos la chispa que enciende un motor Latido de tu corazón uoh oh oh!  uoh oh oh!! Oh oh (bis 8)  Eres hermosa vayas en falda pantalones u otra ropa Sentirse bien no este en el tiempo de la moda Está ahí dentro donde nadie puede ver   Eres hermosa Con tus colores manías y cosas Bailas al ritmo de las mariposas Que se alborotan ahí bajo tu piel  Eres ese reflejo en el espejo que quiero ser Eres de carne y sueños eres guerrera eres mujer. mujer!  Somos. amor que contamina Somos de pura adrenalina Somos la fuerza que acaricia. amor! Somos la chispa que enciende un motor Latido de tu corazón uoh oh oh!  uoh oh oh!! Oh oh (bis 8)  La vida es una fiesta Déjate llevar también Gracias a Dios por el privilegio de este cuerpo de ser mujer  Somos. amor que contamina Somos de pura adrenalina Somos la fuerza que acaricia. amor! Somos la chispa que enciende un motor Latido de tu corazón uoh oh oh!  uoh oh oh!! Oh oh (bis 8)  Créelo va mucho más allá de un reflejo en el espejo Así. eres hermosa,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-08-17T00:16:58.000Z,wrlwxaeeb_8,Mirella Cesa - Somos (audio),Ya disponible en todas las plataformas digitales:  Spotify: https://open.spotify.com/track/1jaMXHXC2hKb6AqnrzE51u  Apple Music: https://itun.es/ec/BBR-db?i=1140504564  CD Baby: http://www.cdbaby.com/cd/mirellacesa7#.V7ZITLY2mZ4.email  redes sociales:  Twitter @mirellamusic Instagram @mirellamusic www.facebook.com/mirellamusic www.mirellacesa.net    Somos  Letra: Mirella Cesa Música: Mirella Cesa. Motiff   Eres hermosa  No te hacen falta piropos ni rosas Una sonrisa en tus labios te adorna  Aunque te toque ganar o perder  Eres hermosa Con tus colores manías y cosas Bailas al ritmo de las mariposas Que se alborotan ahí bajo tu piel  Eres ese reflejo en el espejo que quiero ser Eres de carne y sueños eres guerrera eres mujer. mujer!  Somos. amor que contamina Somos de pura adrenalina Somos la fuerza que acaricia. amor! Somos la chispa que enciende un motor Latido de tu corazón uoh oh oh!  uoh oh oh!! Oh oh (bis 8)  Eres hermosa vayas en falda pantalones u otra ropa Sentirse bien no este en el tiempo de la moda Está ahí dentro donde nadie puede ver   Eres hermosa Con tus colores manías y cosas Bailas al ritmo de las mariposas Que se alborotan ahí bajo tu piel  Eres ese reflejo en el espejo que quiero ser Eres de carne y sueños eres guerrera eres mujer. mujer!  Somos. amor que contamina Somos de pura adrenalina Somos la fuerza que acaricia. amor! Somos la chispa que enciende un motor Latido de tu corazón uoh oh oh!  uoh oh oh!! Oh oh (bis 8)  La vida es una fiesta Déjate llevar también Gracias a Dios por el privilegio de este cuerpo de ser mujer  Somos. amor que contamina Somos de pura adrenalina Somos la fuerza que acaricia. amor! Somos la chispa que enciende un motor Latido de tu corazón uoh oh oh!  uoh oh oh!! Oh oh (bis 8)  Créelo va mucho más allá de un reflejo en el espejo Así. eres hermosa,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-04-07T00:47:41.000Z,cqrj_inYj28,El amor es - Mirella Cesa Sesiones en la casa de La Rumba,Mirella Cesa junto a parte de su banda (Marcel Ferrer y Eduardo Perez)se fusionan con un grupo de talentosos musicos(Jose Gardella y Ricardo Sanchez en casa de La Rumba ( Agrupacion Guayaquileña) audio y video: Francisco Paredes. Marcel Ferrer,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-03-25T15:34:22.000Z,XEIR5qc_p8s,EPK shows Mirella Cesa,|,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2013-07-04T01:05:58.000Z,k7Ii_foSyc8,Mirella Cesa LA MIRE Te Ve Gira en Miami,|,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-03-25T15:30:15.000Z,k7Ii_foSyc8,Mirella Cesa LA MIRE Te Ve Gira en Miami,|,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-03-25T01:26:48.000Z,gpLRD_jNBzY,Mirella Cesa desde la casa de La Rumba,Mirella Cesa junto a parte de su banda (Marcel Ferrer y Eduardo Perez)se fusionan con un grupo de talentosos musicos(Jose Gardella y Ricardo Sanchez en casa de La Rumba ( Agrupacion Guayaquileña) audio y video: Francisco Paredes,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-03-25T15:09:56.000Z,gpLRD_jNBzY,Mirella Cesa desde la casa de La Rumba,Mirella Cesa junto a parte de su banda (Marcel Ferrer y Eduardo Perez)se fusionan con un grupo de talentosos musicos(Jose Gardella y Ricardo Sanchez en casa de La Rumba ( Agrupacion Guayaquileña) audio y video: Francisco Paredes,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2012-12-12T20:52:43.000Z,M9dkK0Qv7uE,Mirella Cesa EPK 2012,Mirella Cesa,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-03-20T08:27:51.000Z,M9dkK0Qv7uE,Mirella Cesa EPK 2012,Mirella Cesa,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2013-01-11T01:34:40.000Z,6gDaIofv9RE,Mirella Cesa - Deseo Concedido (letra),video No oficial de Mirella Cesa,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-03-20T08:22:54.000Z,6gDaIofv9RE,Mirella Cesa - Deseo Concedido (letra),video No oficial de Mirella Cesa,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,upload,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2014-05-31T20:23:11.000Z,0mwbZw3ySBM,Mirella Cesa - Todos somos uno / Vamos Ecuador video Lyrics,|,NULL
MIRELLA CESA,Guayaquil. Ecuador,Cantante. compositor,Madre del Andipop,Pop andino,Voz Guitarra,2007 - presente,http://www.mirellacesa.com/,Mirella Cesa (2006) Déjate Llevar (2010) Deseo Concedido (2013) La Buena Fortuna (2016),Este Amor Manantial de Caricias El Amor Es Juego de Tres (2009) Digan Lo Que Digan (2009) Deseo Concedido Eclipse 9 Meses Darte Mi Amor Te Confieso La Pregunta De Cajón No Seré para Tí Navidad Como en Casa Corazón Abierto La Buena Fortuna (Feat. Papayo) Se Acabó El Amor A Besos (Feat. Sie7e - Versión urbana y acústica) Somos La Corriente,Femenino,playlistItem,MirellaCesaOficial,UC9LrIOO4fNDHpNRoiOpEBcw,2016-03-20T08:22:54.000Z,0mwbZw3ySBM,Mirella Cesa - Todos somos uno / Vamos Ecuador video Lyrics,|,NULL
